y[k-1],y[k-2],u[k-1],exec time,seed
0.499563287138708,-0.1989440559621698,2.0030409002703102,318.3492238521576,18
0.5007134990398588,-0.20140746556601707,1.9996702198275869,327.1806483268738,2
0.49745596226472016,-0.19752218856799458,2.0017978108207863,343.66777205467224,12
0.4993162762609998,-0.20029896829744384,1.9991229928067376,348.89297008514404,4
0.49913291694478096,-0.1986053847155273,2.000818598852171,364.3263454437256,6
0.5008600253949201,-0.19927938386153318,1.9982184784975099,366.09714341163635,28
0.5012688375947262,-0.19914272477880163,1.9980508253441636,376.9109697341919,0
0.5005753316556706,-0.19831681590636446,2.0021187145766666,400.49122953414917,22
0.5002648152247163,-0.19923304288954738,2.000716080815174,404.20210790634155,30
0.49994830771046656,-0.1991938804650525,1.9989230172661918,414.50938844680786,14
0.498381813293813,-0.19850774085281386,2.0030406461343095,422.2891812324524,24
0.4966659063434041,-0.1979515657432637,2.0034508514507645,440.9362518787384,8
0.4978532171476009,-0.19854058952541817,2.0059411043612063,451.8733742237091,20
0.5005388064626415,-0.20048065812637106,1.9988623242323567,488.1946156024933,16
0.5028404635297474,-0.20286201713001464,1.9984304389124696,490.26347827911377,26
0.49797778258150116,-0.19815601143332703,2.0033126039351057,549.7109975814819,10
0.5029422223105546,-0.20086722096752563,1.9940684431693019,355.01564502716064,13
0.49928701492206884,-0.2004563539275206,1.999634212073426,391.0108690261841,19
0.5020732607355055,-0.2021958540011234,1.997664228844437,382.7405951023102,5
0.5016902534474034,-0.20160232004486078,1.9981001459581362,369.73144149780273,29
0.49855344458596906,-0.20069962913131337,2.0037481408160036,364.34874653816223,31
0.5013757079584136,-0.1999848826237545,1.9976546393457881,417.2269401550293,7
0.5000434202922718,-0.20025819581924253,1.9978583550869116,455.9693319797516,3
0.49773101496310107,-0.1999740688896738,2.0024356486949735,411.5478003025055,23
0.5010588817224131,-0.19987892480353747,1.9989338505850613,398.23248863220215,15
0.4973175841935497,-0.19822784878243718,2.004727656549293,401.7848448753357,25
0.5028474680785325,-0.20194739804018003,1.9966982859405555,480.06071376800537,1
0.49823039704912786,-0.19986361062993022,2.0039708470509288,445.1034231185913,9
0.49916597820704095,-0.20012390307871972,2.0024248151331037,445.8839931488037,21
0.49858160221514386,-0.19866488897457363,2.0000230107110197,408.7695622444153,27
0.4987010042694185,-0.1975780551656186,2.0018206735789916,490.2807033061981,17
0.4999323969497716,-0.19964139947149004,1.9992597292270062,449.62239241600037,11
0.5013837174714942,-0.20091252921561023,1.9987563310484393,395.61116075515747,34
0.49820855381131746,-0.19869280993792435,2.002543122861269,425.3219563961029,32
0.49812576823417576,-0.19863211085077365,2.002407155923098,419.41070199012756,38
0.5008468607266976,-0.20100987839323733,1.9994319988010827,405.2279176712036,44
0.5003725070984079,-0.20058538485187713,2.0003311817777965,364.49849486351013,50
0.5002457684558894,-0.20076188091463565,2.0032350724477834,468.0324902534485,36
0.5041060956104241,-0.20272248714201796,1.995238004388151,433.28112411499023,40
0.5026270673978858,-0.20190505390306368,1.9945012920665441,400.97129225730896,46
0.49820094385520586,-0.19848039862221747,1.9991902529195311,408.28866362571716,48
0.4979928653350091,-0.19794765858491917,2.0040038525474073,392.10136890411377,52
