y[k-1],y[k-2],u[k-1],exec time,seed
1.5000000235565283,-0.6999999891250142,0.4999999859841592,909.2209167480469,22
1.5000000110667133,-0.7000000169960036,0.4999999802864453,909.7099339962006,30
1.5000000187747558,-0.6999999723640177,0.5000000085582149,912.0284974575043,4
1.5000000556259012,-0.7000000120579676,0.5000000009828591,917.4811079502106,12
1.49999999856615,-0.7000000134147792,0.500000000014842,940.2464005947113,24
1.5000000149011115,-0.699999989725132,0.5000000253251202,948.320967912674,20
1.5000000022031117,-0.6999999789912649,0.5000000119053404,952.6986012458801,10
1.499999966660759,-0.7000000143271277,0.4999999785631695,961.8212542533875,18
1.4999999603829428,-0.6999999987712268,0.5000000226287747,1029.3822524547577,6
1.4999999439274607,-0.7000000076478048,0.49999998751906266,1062.243651151657,16
1.5000000472358401,-0.6999999649361667,0.5000000053370243,1084.4237909317017,26
1.5000000204070207,-0.6999999851334987,0.49999999536197565,1135.6651589870453,28
1.4999999654214042,-0.6999999838636652,0.49999999385222293,1136.7951650619507,0
1.4999999793381669,-0.6999999951271595,0.49999997936984236,1143.7629961967468,14
1.4999999619941187,-0.6999999645576995,0.5000000883820108,1226.5198907852173,2
1.4999999650698022,-0.7000000146013616,0.5000000093018239,1325.7229912281036,8
1.5000000536804983,-0.6999999950625202,0.49999998897938625,908.6669478416443,25
1.5000000921116483,-0.7000000339878301,0.49999994881749465,975.4749546051025,23
1.5000000409555048,-0.6999999819501168,0.49999996527995816,953.6380212306976,11
1.499999948741716,-0.7000000076335033,0.5000000044974208,924.4990432262421,7
1.4999999434935452,-0.699999972348617,0.5000000371780186,1003.6468663215637,19
1.4999999513744036,-0.7000000040282863,0.5000000141932748,1079.1672759056091,5
1.4999999732024913,-0.7000000146529747,0.4999999579731586,926.9894373416901,27
1.5000000254948913,-0.7000000120413831,0.5000000177606969,1067.1224052906036,21
1.4999999555404941,-0.6999999742442957,0.4999999772442187,900.2730882167816,1
1.4999999818802143,-0.7000000035788111,0.49999997583254885,1137.2408714294434,31
1.4999999762838256,-0.6999999863496803,0.49999997230935184,1152.693309545517,13
1.5000001372980547,-0.7000000803272076,0.4999999119487692,955.5705325603485,29
1.5000000273082987,-0.7000000575072586,0.49999997220691433,947.6030812263489,15
1.5000000055881801,-0.6999999684158987,0.5000000245392991,1138.4416601657867,17
1.499999955376236,-0.6999999740155123,0.49999997245182587,1041.7071573734283,9
1.5000000229997286,-0.6999999613873389,0.5000000092133126,1141.5953335762024,3
1.4999999487990467,-0.6999999738981951,0.5000000275857903,1063.648781299591,32
1.50000005356454,-0.6999999996593582,0.500000001243636,923.2032399177551,48
1.4999999818231862,-0.6999999767643348,0.500000004239519,1016.9464337825775,38
1.5000000069363773,-0.6999999632945093,0.5000000042296531,1118.676388502121,34
1.4999999942421385,-0.7000000078536667,0.4999999849024366,1044.4069521427155,44
1.4999999614954034,-0.6999999387047339,0.5000000098670885,1153.0289783477783,36
1.5000000189875589,-0.6999999655351672,0.5000000149050768,1051.537094593048,46
1.5000000421743405,-0.7000000103720078,0.5000000055944136,1107.1520328521729,42
1.4999999995920448,-0.6999999964178006,0.49999997323426504,1073.7852308750153,50
1.499999980979932,-0.7000000157519177,0.4999999992241076,1030.3332297801971,54
1.500000050716123,-0.7000000103333704,0.4999999851484993,1031.5593929290771,56
1.5000000670124316,-0.7000000618980301,0.4999997991502399,1160.1137001514435,40
1.4999999769524044,-0.7000000110990491,0.49999997836295346,1139.7186110019684,52
1.4999999859146236,-0.6999999765825398,0.5000000077723836,1028.5900728702545,58
1.5000000342978297,-0.7000000178027954,0.49999999895641883,949.9435820579529,62
1.499999998435831,-0.6999999911876528,0.4999999311589353,1078.3849472999573,60
1.5000000442114731,-0.6999999885553655,0.5000000131624248,941.4856824874878,49
1.5000000137341145,-0.6999999812390091,0.4999999870061232,997.4564974308014,33
1.5000000249333147,-0.7000000564831373,0.49999997894202836,955.687139749527,37
1.500000042827006,-0.7000000178066291,0.5000000275690293,1015.3758721351624,35
1.4999999950091334,-0.7000000057029959,0.5000000209076347,1069.243233680725,39
1.4999999782099624,-0.7000000086784652,0.4999999859978999,916.0756087303162,41
1.4999999620473459,-0.6999999956429108,0.4999999917649132,937.8957004547119,55
1.4999999818339176,-0.7000000014372044,0.500000003169183,1028.727819442749,45
1.5000000108278213,-0.7000000032309212,0.5000000042059203,1084.6873140335083,47
1.5000000164867524,-0.7000000136781891,0.49999998467912776,948.2776772975922,53
1.5000000578909143,-0.7000000080527778,0.49999999731693184,1062.3315794467926,51
1.4999999990658957,-0.6999999659754663,0.5000000067497609,1145.931932926178,43
1.4999999617050501,-0.6999999704210152,0.499999975610388,1079.0748145580292,59
1.5000000529144215,-0.7000000103905543,0.4999999893923699,1238.7895407676697,57
1.4999999737579746,-0.6999999689043938,0.5000000089742758,1114.4766731262207,63
1.499999986972143,-0.7000000169344353,0.500000020466841,1042.1672790050507,61
1.5000000351085994,-0.6999999944903659,0.5000000204465495,1041.1307175159454,64
1.4999999874794396,-0.6999999908193196,0.49999996953860315,1102.0569546222687,66
1.4999999771754446,-0.6999999920479325,0.49999996829961263,1052.2847254276276,74
1.5000000253904482,-0.7000000166819681,0.4999999906266434,1049.743958234787,76
1.5000000286665585,-0.7000000013853346,0.5000000179721279,1099.5605142116547,70
1.500000011380417,-0.6999999910074165,0.5000000074818363,1007.9535911083221,82
1.5000000063341783,-0.70000001504884,0.4999999886324166,1138.6555128097534,72
1.499999974757656,-0.6999999858030522,0.4999999922630602,1210.7071056365967,68
1.499999974342028,-0.6999999991693461,0.5000000168515759,1044.635660648346,84
1.499999965738524,-0.7000000066868408,0.5000000296721586,1187.2865841388702,78
1.4999999581181316,-0.7000000175670023,0.5000000290664913,1127.0749073028564,80
1.4999999538349913,-0.7000000093296218,0.5000000170585213,1038.6276700496674,86
1.4999999541369227,-0.7000000000173531,0.5000000053016488,1060.3878972530365,90
1.4999999743924368,-0.6999999890930965,0.4999999852109368,1007.3107378482819,94
1.5000000112809297,-0.6999999926470702,0.49999998667263684,1074.5324821472168,92
1.4999999657760203,-0.7000000009055523,0.499999972498082,1251.0138115882874,88
1.4999999429276758,-0.6999999858859587,0.49999999552017776,1105.1117188930511,65
1.4999999868322744,-0.6999999782404939,0.500000002765596,1036.0566618442535,75
1.499999965987308,-0.6999999583944356,0.5000000238023915,978.0179727077484,73
1.5000000044025212,-0.7000000008406354,0.5000000129319179,1040.336219072342,71
1.5000000132626874,-0.7000000113607724,0.4999999504463002,1154.3321301937103,67
1.5000000553166393,-0.7000000016194393,0.5000000266421504,1096.3071455955505,77
1.5000001073106772,-0.7000000323784454,0.4999998125821906,972.1147849559784,81
1.49999995908961,-0.6999999673766502,0.500000026994019,983.5394344329834,79
1.5000000363539994,-0.6999999921755632,0.5000000017922445,1031.7705137729645,85
1.5000000532030962,-0.7000000194088307,0.4999999709030302,1011.5922305583954,87
1.4999999446662986,-0.6999999733255842,0.4999999852601765,1139.3044946193695,83
1.5000000139206724,-0.6999999974046872,0.49999998615104396,1085.5725224018097,69
1.4999999962614208,-0.6999999678446528,0.5000000211675723,897.8215563297272,91
1.5000000002806453,-0.7000000152548146,0.499999977247717,945.4546010494232,93
1.50000010742517,-0.700000039749064,0.49999996288942966,980.8348486423492,95
1.4999999702589475,-0.7000000089805837,0.500000024880239,990.0004744529724,89
1.5000000001917626,-0.6999999903027914,0.4999999919774822,573.2512831687927,96
1.5000000283335249,-0.700000003862144,0.5000000157054775,599.0890057086945,98
1.4999999445869052,-0.6999999743987859,0.4999999753302735,695.6285622119904,97
1.4999999739301368,-0.7000000151566789,0.49999998715925387,605.717613697052,99
