y[k-1],y[k-2],u[k-1],exec time,seed,nfev
1.4992522088998443,-0.6994022084664766,0.500952161942455,1938.8973982334137,30,14
1.4993886954233617,-0.69928177233151,0.5006469915892254,1961.4382865428925,4,12
1.4996700275361268,-0.6996342966640684,0.4992436785775798,2001.0922298431396,20,13
1.4983569139497595,-0.6986735750639017,0.5004608280288487,2094.5700912475586,12,14
1.499500604353163,-0.699659614166121,0.5004972138057302,2128.7997856140137,6,13
1.500959262017381,-0.7009678859149053,0.4998627007649377,2140.0279507637024,22,13
1.501137403145001,-0.7009919317237899,0.4989441309702389,2158.3354275226593,0,15
1.499991140090776,-0.6997584522351538,0.49913960782094235,2166.3634617328644,24,14
1.4997398275959055,-0.6997020121083384,0.5003978428198868,2174.8387870788574,10,14
1.501033680724972,-0.7003279425040715,0.4987977270255759,2182.404529809952,14,16
1.499096365980853,-0.6994369267309993,0.5009470031367302,2217.3232045173645,26,16
1.5007114266318382,-0.7003225458708251,0.4996310204457645,2396.056895017624,2,17
1.4994524020343416,-0.6998282868012765,0.5015369408086746,2414.4970235824585,18,16
1.4996902341360596,-0.6999699195493168,0.5000063342961587,2419.0329208374023,16,17
1.5018053603934303,-0.7013574894777,0.4987747155095415,2420.202855348587,28,15
1.499128753351281,-0.6995674001117914,0.5001999280344034,2458.2089953422546,8,16
1.500071571163135,-0.7000007497808187,0.499760184683789,1884.7122738361359,1,13
1.500272365713701,-0.6999942937668827,0.499066304841645,1984.6963663101196,27,13
1.5001550925487461,-0.6999320567182281,0.4998209141225103,2309.6060276031494,31,15
1.5005720638811557,-0.700592290777449,0.49967167749867386,2227.3292911052704,13,16
1.5017835860546407,-0.7016607659433999,0.49868894497833277,2188.695553779602,25,14
1.501404062249748,-0.7012420558709177,0.4996049486980702,2203.1312732696533,11,14
1.501316571863243,-0.7004912458850738,0.49748806386214056,2208.7492361068726,15,14
1.4998780191584384,-0.7000083230349522,0.5006506704235569,2271.747658729553,7,15
1.4994069925723374,-0.6995398260418987,0.5006892977628453,2410.448457956314,21,15
1.4995930952731278,-0.699509025427778,0.4996887263090301,2073.306928396225,9,16
1.5007790410042983,-0.7005216834999111,0.4993425391288833,2414.8223321437836,23,15
1.499181350815252,-0.6991017486817787,0.49949642198707067,2293.8837950229645,19,16
1.5011065525064637,-0.7014018585677056,0.5002861943263307,2291.7010102272034,29,14
1.5013477652498968,-0.7019320697307885,0.499972546817202,2376.3583216667175,3,17
1.4996786547696048,-0.6998499287884111,0.500700316680095,2358.1561465263367,17,14
1.500395701193941,-0.7004597422653861,0.5000450444196564,3129.538240671158,5,22
1.5010515337802488,-0.7011075761968117,0.4990428826561983,2032.8090658187866,34,13
1.500164856854641,-0.7002367866954647,0.5012539332405969,2247.9334814548492,32,15
1.4993319744443334,-0.6998827189247796,0.5008857082810515,2186.98463845253,36,14
1.4997074961246237,-0.6994979917909481,0.49908785180397,2170.597894191742,38,14
1.49967228920889,-0.6998909902606887,0.5018366513275351,2129.8255796432495,48,13
1.5010200305742984,-0.7007827129684432,0.4988064798003608,2171.3545689582825,42,14
1.5019283055103072,-0.7014294988127314,0.4983033812053463,2246.765583753586,40,15
1.499325639607524,-0.6992296930429253,0.5012593382267243,2269.90770983696,44,15
1.5008914308401906,-0.7006928999799698,0.49934712429705486,2202.0691356658936,52,14
1.5004326113289699,-0.7000320585732718,0.4995930530724647,2394.183200597763,46,15
1.498608038950808,-0.6992272835088958,0.5018023979958519,2166.6407401561737,56,16
1.5014326392546533,-0.7010414970615066,0.49825854285201915,2167.015602827072,60,16
1.4992552441948288,-0.6997680989405982,0.5014569932510553,2175.5307097434998,58,16
1.4998263327742767,-0.700439942387776,0.5015777472452059,2576.023859024048,50,16
1.499253743887652,-0.6995330079179239,0.5007462664728496,2017.6433279514313,62,13
1.5002332587811646,-0.7005027916917251,0.5006452861748694,2563.4245438575745,54,16
1.4977928175534065,-0.6980970258223743,0.5015596711186666,2123.203758955002,35,15
1.4990927560604657,-0.6992812924248077,0.5008974583580147,2378.4153666496277,33,17
1.4993002091648011,-0.6995462479536666,0.5008500853145875,2244.3180451393127,39,15
1.5028391322730525,-0.7020595404136517,0.49645245952623007,2238.708291053772,43,17
1.4989415145181921,-0.6991551611255498,0.5003919359129438,2386.400719642639,37,15
1.5001438406740413,-0.7002244339831414,0.49927416150847526,2299.851514339447,49,14
1.5024661954926208,-0.7018205620161392,0.4974249688677225,2258.6348581314087,41,15
1.4981023731093441,-0.6986467232584772,0.5010224195269194,2193.4143879413605,53,14
1.5032033803257752,-0.7024816947198784,0.496329334355541,2212.4357125759125,47,14
1.5009968767514055,-0.7006579178599089,0.4984144726868229,2396.4543991088867,45,15
1.498375493435947,-0.6988762154471022,0.5017017999295103,2259.9771955013275,57,17
1.5001371047308354,-0.7003306989570707,0.5004578182820856,2310.1936111450195,59,14
1.5009095085864355,-0.700632584242762,0.49960609813705625,2047.874740600586,55,12
1.5011739313086572,-0.7001821502475357,0.49815125232920976,2490.688989162445,61,19
1.501837033507994,-0.7009214071447937,0.4976588607412527,2366.0494527816772,63,15
1.5011308497221632,-0.7007189396312888,0.49862258462561826,2461.3288588523865,51,16
1.49904676394128,-0.6991036578993142,0.4997543679143294,2325.7601470947266,64,14
1.5004263815358574,-0.7004343599416278,0.49955962423614625,2097.623046875,66,15
1.4979301651846637,-0.6981760233427652,0.5011867937520067,2161.6409578323364,72,16
1.4999950753224771,-0.699415771290473,0.4981568299651207,2195.154772758484,76,16
1.5018807325288326,-0.7016650887887795,0.5005260673973787,2368.6935696601868,68,17
1.5002571365788449,-0.7001142214482851,0.49944237948334735,2381.468495130539,70,17
1.4987218913491274,-0.6987736903547613,0.5012043193870247,2223.533878326416,78,16
1.5001577127181625,-0.6998792414979566,0.5014520112248376,2149.7334718704224,84,14
1.4992206154747565,-0.6990766843590237,0.5008060129041466,2252.1795287132263,82,15
1.5001823671285166,-0.700051574831841,0.5000304053957971,2471.796582221985,74,18
1.5003186224185514,-0.7001205999096145,0.4997042429372971,2353.4792189598083,80,17
1.5005633639602167,-0.7007689580391605,0.5002218305253388,2230.2598786354065,86,17
1.4999476691770435,-0.7000533928975546,0.4993997021802835,2045.73140001297,94,14
1.501674090835374,-0.7016238444647572,0.49911517332200445,2201.614987850189,92,14
1.5028725062126456,-0.7023816206132842,0.49736439769137597,2565.394993543625,88,18
1.5006930318266847,-0.7002233361102642,0.49750415703753575,2719.6608004570007,90,20
1.500980961701607,-0.7004125869155604,0.4985767461286723,2286.4465370178223,65,14
1.5006925973322343,-0.7009054219934345,0.5010606797659063,1942.1770527362823,77,12
1.502707047470831,-0.7018484084954664,0.49754644195080033,2054.852084875107,73,14
1.4996654948057568,-0.6995658316025312,0.4998629358026937,2358.975515127182,67,17
1.5000062848212272,-0.70026246474298,0.5001138859105255,2031.8248250484467,69,14
1.4978626192659394,-0.6984280158603965,0.503016579907362,2015.4350962638855,71,14
1.5021640322535397,-0.701639158418838,0.4975535635792075,2043.424928188324,79,14
1.5012609148168419,-0.7013503235192189,0.4999044754241074,2073.0332581996918,83,15
1.4969830393045223,-0.6982690419472657,0.5030388789590631,2238.0281825065613,81,16
1.4982650395003674,-0.6986520895888723,0.5016622792026268,2333.594784259796,85,18
1.4979846233135479,-0.6986910362812252,0.5033922846226961,2108.428416967392,95,17
1.500819145947086,-0.7009914516014278,0.499775382219064,2100.699274301529,93,17
1.5021722420326649,-0.7019639847540491,0.4998361138709083,2466.4734501838684,75,19
1.5005274390086698,-0.7005171454727207,0.49949880663350005,2498.472144842148,87,20
1.5007873724209289,-0.7004863761337197,0.49910826482675774,1975.9768316745758,91,15
1.5009469981452195,-0.7005172537754603,0.49887847701304383,2322.361410856247,89,19
1.5020568278930693,-0.7021277359784,0.4994303427913809,1546.6130590438843,96,13
1.4996356856198614,-0.6996258901785896,0.5000570056551067,1702.4120416641235,98,15
1.4972976318526203,-0.6979085463007048,0.502584541630254,1472.8581116199493,97,13
1.4996278616866188,-0.6995660743601023,0.50045689007478,1682.9753742218018,99,18
